Ticker,Name,Sector,Country
IDXX,"IDEXX Laboratories, Inc.",Healthcare,United States
IDYA,"IDEAYA Biosciences, Inc.",Healthcare,United States
IEA,"Infrastructure and Energy Alternatives, Inc.",Industrials,United States
IEP,Icahn Enterprises L.P.,Industrials,United States
IESC,"IES Holdings, Inc.",Industrials,United States
IEX,IDEX Corporation,Industrials,United States
IFBD,"Infobird Co., Ltd",Technology,China
IFF,International Flavors & Fragrances Inc.,Basic Materials,United States
IFIN,InFinT Acquisition Corporation,Financial Services,United States
IFRX,InflaRx N.V.,Healthcare,Germany
IFS,Intercorp Financial Services Inc.,Financial Services,Peru
IGAC,IG Acquisition Corp.,Financial Services,United States
IGC,"India Globalization Capital, Inc.",Industrials,United States
IGIC,International General Insurance Holdings Ltd.,Financial Services,Jordan
IGMS,"IGM Biosciences, Inc.",Healthcare,United States
IGNY,Ignyte Acquisition Corp.,Financial Services,United States
IGT,International Game Technology PLC,Consumer Cyclical,United Kingdom
IGTA,Inception Growth Acquisition Limited,Financial Services,United States
IH,iHuman Inc.,Consumer Defensive,China
IHG,InterContinental Hotels Group PLC,Consumer Cyclical,United Kingdom
IHRT,"iHeartMedia, Inc.",Communication Services,United States
IHS,IHS Holding Limited,Communication Services,United Kingdom
IHT,InnSuites Hospitality Trust,Real Estate,United States
III,"Information Services Group, Inc.",Technology,United States
IIII,INSU Acquisition Corp. III,Financial Services,United States
IIIN,"Insteel Industries, Inc.",Industrials,United States
IIIV,"i3 Verticals, Inc.",Technology,United States
IINN,Inspira Technologies Oxy B.H.N. Ltd.,Healthcare,Israel
IIPR,"Innovative Industrial Properties, Inc.",Real Estate,United States
IIVI,II-VI Incorporated,Technology,United States
IKNA,"Ikena Oncology, Inc.",Healthcare,United States
IKT,"Inhibikase Therapeutics, Inc.",Healthcare,United States
ILMN,"Illumina, Inc.",Healthcare,United States
ILPT,Industrial Logistics Properties Trust,Real Estate,United States
IMAB,I-Mab,Healthcare,China
IMAC,"IMAC Holdings, Inc.",Healthcare,United States
IMAQ,International Media Acquisition Corp.,Financial Services,United States
IMAX,IMAX Corporation,Communication Services,Canada
IMBI,"iMedia Brands, Inc.",Consumer Cyclical,United States
IMCC,IM Cannabis Corp.,Healthcare,Israel
IMCR,Immunocore Holdings plc,Healthcare,United Kingdom
IMGN,"ImmunoGen, Inc.",Healthcare,United States
IMGO,"Imago BioSciences, Inc.",Healthcare,United States
IMH,"Impac Mortgage Holdings, Inc.",Financial Services,United States
IMKTA,"Ingles Markets, Incorporated",Consumer Defensive,United States
IMMP,Immutep Limited,Healthcare,Australia
IMMR,Immersion Corporation,Technology,United States
IMMX,"Immix Biopharma, Inc.",Healthcare,United States
IMNM,"Immunome, Inc.",Healthcare,United States
IMO,Imperial Oil Limited,Energy,Canada
IMOS,ChipMOS TECHNOLOGIES INC.,Technology,Taiwan
IMPL,Impel Pharmaceuticals Inc.,Healthcare,United States
IMPP,Imperial Petroleum Inc.,Energy,Greece
IMPX,AEA-Bridges Impact Corp.,Financial Services,Cayman Islands
IMRA,IMARA Inc.,Healthcare,United States
IMRN,Immuron Limited,Healthcare,Australia
IMRX,Immuneering Corporation,Healthcare,United States
IMTE,Integrated Media Technology Limited,Technology,Hong Kong
IMTX,Immatics N.V.,Healthcare,Germany
IMUX,"Immunic, Inc.",Healthcare,United States
IMV,IMV Inc.,Healthcare,Canada
IMVT,"Immunovant, Inc.",Healthcare,United States
IMXI,"International Money Express, Inc.",Technology,United States
INAB,"IN8bio, Inc.",Healthcare,United States
INAQ,Insight Acquisition Corp.,Financial Services,United States
INBK,First Internet Bancorp,Financial Services,United States
INBX,"Inhibrx, Inc.",Healthcare,United States
INCR,InterCure Ltd.,Healthcare,Israel
INCY,Incyte Corporation,Healthcare,United States
INDB,Independent Bank Corp.,Financial Services,United States
INDI,"indie Semiconductor, Inc.",Technology,United States
INDO,Indonesia Energy Corporation Limited,Energy,Indonesia
INDP,"Indaptus Therapeutics, Inc.",Healthcare,United States
INDT,"INDUS Realty Trust, Inc.",Real Estate,United States
INFA,Informatica Inc.,Technology,United States
INFI,"Infinity Pharmaceuticals, Inc.",Healthcare,United States
INFN,Infinera Corporation,Technology,United States
INFU,InfuSystem Holdings Inc.,Healthcare,United States
INFY,Infosys Limited,Technology,India
ING,ING Groep N.V.,Financial Services,Netherlands
INGN,"Inogen, Inc.",Healthcare,United States
INGR,Ingredion Incorporated,Consumer Defensive,United States
INKA,KludeIn I Acquisition Corp.,Financial Services,United States
INKT,"MiNK Therapeutics, Inc.",Healthcare,United States
INM,InMed Pharmaceuticals Inc.,Healthcare,Canada
INMB,"INmune Bio, Inc.",Healthcare,United States
INMD,InMode Ltd.,Healthcare,Israel
INN,"Summit Hotel Properties, Inc.",Real Estate,United States
INNV,InnovAge Holding Corp.,Healthcare,United States
INO,"Inovio Pharmaceuticals, Inc.",Healthcare,United States
INOD,Innodata Inc.,Technology,United States
INPX,Inpixon,Technology,United States
INSE,"Inspired Entertainment, Inc.",Consumer Cyclical,United States
INSG,Inseego Corp.,Technology,United States
INSM,Insmed Incorporated,Healthcare,United States
INSP,"Inspire Medical Systems, Inc.",Healthcare,United States
INST,"Instructure Holdings, Inc.",Technology,United States
INSW,"International Seaways, Inc.",Energy,United States
INT,World Fuel Services Corporation,Energy,United States
INTA,"Intapp, Inc.",Technology,United States
INTC,Intel Corporation,Technology,United States
INTE,Integral Acquisition Corporation 1,Financial Services,United States
INTG,The InterGroup Corporation,Consumer Cyclical,United States
INTT,inTEST Corporation,Technology,United States
INTU,Intuit Inc.,Technology,United States
INTZ,Intrusion Inc.,Technology,United States
INUV,"Inuvo, Inc.",Communication Services,United States
INVA,"Innoviva, Inc.",Healthcare,United States
INVE,"Identiv, Inc.",Technology,United States
INVH,Invitation Homes Inc.,Real Estate,United States
INVO,"INVO Bioscience, Inc.",Healthcare,United States
INVZ,Innoviz Technologies Ltd.,Consumer Cyclical,Israel
INZY,"Inozyme Pharma, Inc.",Healthcare,United States
IOAC,Innovative International Acquisition Corp.,Financial Services,United States
IOBT,"IO Biotech, Inc.",Healthcare,Denmark
IONM,Assure Holdings Corp.,Healthcare,United States
IONQ,"IonQ, Inc.",Technology,United States
IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,United States
IOR,"Income Opportunity Realty Investors, Inc.",Financial Services,United States
IOSP,Innospec Inc.,Basic Materials,United States
IOT,Samsara Inc.,Technology,United States
IOVA,"Iovance Biotherapeutics, Inc.",Healthcare,United States
IP,International Paper Company,Consumer Cyclical,United States
IPA,ImmunoPrecise Antibodies Ltd.,Healthcare,Canada
IPAR,"Inter Parfums, Inc.",Consumer Defensive,United States
IPAX,Inflection Point Acquisition Corp.,Financial Services,United States
IPDN,"Professional Diversity Network, Inc.",Industrials,United States
IPG,"The Interpublic Group of Companies, Inc.",Communication Services,United States
IPGP,IPG Photonics Corporation,Technology,United States
IPHA,Innate Pharma S.A.,Healthcare,France
IPI,"Intrepid Potash, Inc.",Basic Materials,United States
IPOD,Social Capital Hedosophia Holdings Corp. IV,Financial Services,United States
IPOF,Social Capital Hedosophia Holdings Corp. VI,Financial Services,United States
IPSC,"Century Therapeutics, Inc.",Healthcare,United States
IPVA,InterPrivate II Acquisition Corp.,Financial Services,United States
IPVF,InterPrivate III Financial Partners Inc.,Financial Services,United States
IPVI,InterPrivate IV InfraTech Partners Inc.,Financial Services,United States
IPW,iPower Inc.,Consumer Cyclical,United States
IPWR,Ideal Power Inc.,Industrials,United States
IQ,"iQIYI, Inc.",Communication Services,China
IQMD,Intelligent Medicine Acquisition Corp.,Financial Services,United States
IQV,IQVIA Holdings Inc.,Healthcare,United States
IR,Ingersoll Rand Inc.,Industrials,United States
IRBT,iRobot Corporation,Consumer Cyclical,United States
IRCP,IRSA Propiedades Comerciales S.A.,Real Estate,Argentina
IRDM,Iridium Communications Inc.,Communication Services,United States
IREN,Iris Energy Limited,Financial Services,Australia
IRIX,IRIDEX Corporation,Healthcare,United States
IRM,Iron Mountain Incorporated,Real Estate,United States
IRMD,IRadimed Corporation,Healthcare,United States
IRNT,"IronNet, Inc.",Technology,United States
IROQ,"IF Bancorp, Inc.",Financial Services,United States
IRRX,Integrated Rail and Resources Acquisition Corp.,Financial Services,United States
IRS,IRSA Inversiones y Representaciones Sociedad Anónima,Industrials,Argentina
IRT,"Independence Realty Trust, Inc.",Real Estate,United States
IRTC,"iRhythm Technologies, Inc.",Healthcare,United States
IRWD,"Ironwood Pharmaceuticals, Inc.",Healthcare,United States
IS,ironSource Ltd.,Technology,Israel
ISAA,Iron Spark I Inc.,Financial Services,United States
ISDR,Issuer Direct Corporation,Technology,United States
ISEE,"IVERIC bio, Inc.",Healthcare,United States
ISIG,"Insignia Systems, Inc.",Communication Services,United States
ISLE,Isleworth Healthcare Acquisition Corp.,Financial Services,United States
ISO,IsoPlexis Corporation,Healthcare,United States
ISPC,iSpecimen Inc.,Healthcare,United States
ISPO,Inspirato Incorporated,Consumer Cyclical,United States
ISR,"Isoray, Inc.",Healthcare,United States
ISRG,"Intuitive Surgical, Inc.",Healthcare,United States
ISSC,"Innovative Solutions and Support, Inc.",Industrials,United States
ISTR,Investar Holding Corporation,Financial Services,United States
ISUN,"iSun, Inc.",Technology,United States
IT,"Gartner, Inc.",Technology,United States
ITAQ,"Industrial Tech Acquisitions II, Inc.",Financial Services,United States
ITCB,Itaú Corpbanca,Financial Services,Chile
ITCI,"Intra-Cellular Therapies, Inc.",Healthcare,United States
ITGR,Integer Holdings Corporation,Healthcare,United States
ITHX,ITHAX Acquisition Corp.,Financial Services,United States
ITI,"Iteris, Inc.",Technology,United States
ITIC,Investors Title Company,Financial Services,United States
ITOS,"iTeos Therapeutics, Inc.",Healthcare,United States
ITP,"IT Tech Packaging, Inc.",Basic Materials,China
ITQ,Itiquira Acquisition Corp.,Financial Services,United States
ITRG,Integra Resources Corp.,Basic Materials,Canada
ITRI,"Itron, Inc.",Technology,United States
ITRM,Iterum Therapeutics plc,Healthcare,Ireland
ITRN,Ituran Location and Control Ltd.,Technology,Israel
ITT,ITT Inc.,Industrials,United States
ITUB,Itaú Unibanco Holding S.A.,Financial Services,Brazil
ITW,Illinois Tool Works Inc.,Industrials,United States
IVA,Inventiva S.A.,Healthcare,France
IVAC,"Intevac, Inc.",Industrials,United States
IVC,Invacare Corporation,Healthcare,United States
IVCA,Full company name not available,,
IVCB,Investcorp Europe Acquisition Corp I,Financial Services,Cayman Islands
IVCP,Swiftmerge Acquisition Corp.,Financial Services,Canada
IVR,Invesco Mortgage Capital Inc.,Real Estate,United States
IVT,InvenTrust Properties Corp.,Real Estate,United States
IVZ,Invesco Ltd.,Financial Services,United States
IX,ORIX Corporation,Financial Services,Japan
IXAQ,IX Acquisition Corp.,Financial Services,United Kingdom
IXHL,Incannex Healthcare Limited,Healthcare,Australia
IZEA,"IZEA Worldwide, Inc.",Communication Services,United States
J,Jacobs Engineering Group Inc.,Industrials,United States
JACK,Jack in the Box Inc.,Consumer Cyclical,United States
JAGX,"Jaguar Health, Inc.",Healthcare,United States
JAKK,"JAKKS Pacific, Inc.",Consumer Cyclical,United States
JAMF,Jamf Holding Corp.,Technology,United States
JAN,JanOne Inc.,Industrials,United States
JANX,"Janux Therapeutics, Inc.",Healthcare,United States
JAQC,Jupiter Acquisition Corporation,Financial Services,United States
JATT,JATT Acquisition Corp,Financial Services,Cayman Islands
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Ireland
JBGS,JBG SMITH Properties,Real Estate,United States
JBHT,"J.B. Hunt Transport Services, Inc.",Industrials,United States
JBI,"Janus International Group, Inc.",Industrials,United States
JBL,Jabil Inc.,Technology,United States
JBLU,JetBlue Airways Corporation,Industrials,United States
JBSS,"John B. Sanfilippo & Son, Inc.",Consumer Defensive,United States
JBT,John Bean Technologies Corporation,Industrials,United States
JCI,Johnson Controls International plc,Industrials,Ireland
JCIC,Jack Creek Investment Corp.,Financial Services,United States
JCSE,JE Cleantech Holdings Limited,Industrials,Singapore
JCTCF,Jewett-Cameron Trading Company Ltd.,Basic Materials,United States
JD,"JD.com, Inc.",Consumer Cyclical,China
JEF,Jefferies Financial Group Inc.,Financial Services,United States
JELD,"JELD-WEN Holding, Inc.",Industrials,United States
JFIN,Jiayin Group Inc.,Communication Services,China
JFU,9F Inc.,Technology,China
JG,Aurora Mobile Limited,Technology,China
JGGC,Jaguar Global Growth Corporation I,Financial Services,United States
JHG,Janus Henderson Group plc,Financial Services,United Kingdom
JHX,James Hardie Industries plc,Basic Materials,Ireland
JILL,"J.Jill, Inc.",Consumer Cyclical,United States
JJSF,J&J Snack Foods Corp.,Consumer Defensive,United States
JKHY,"Jack Henry & Associates, Inc.",Technology,United States
JKS,"JinkoSolar Holding Co., Ltd.",Technology,China
JLL,Jones Lang LaSalle Incorporated,Real Estate,United States
JMAC,Maxpro Capital Acquisition Corp.,Financial Services,Taiwan
JMIA,Jumia Technologies AG,Consumer Cyclical,Germany
JMSB,"John Marshall Bancorp, Inc.",Financial Services,United States
JNCE,"Jounce Therapeutics, Inc.",Healthcare,United States
JNJ,Johnson & Johnson,Healthcare,United States
JNPR,"Juniper Networks, Inc.",Technology,United States
JOAN,JOANN Inc.,Consumer Cyclical,United States
JOB,"GEE Group, Inc.",Industrials,United States
JOBY,"Joby Aviation, Inc.",Industrials,United States
JOE,The St. Joe Company,Real Estate,United States
JOFF,JOFF Fintech Acquisition Corp.,Financial Services,United States
JOUT,Johnson Outdoors Inc.,Consumer Cyclical,United States
JP,Jupai Holdings Limited,Financial Services,China
JPM,JPMorgan Chase & Co.,Financial Services,United States
JRSH,"Jerash Holdings (US), Inc.",Consumer Cyclical,United States
JRVR,"James River Group Holdings, Ltd.",Financial Services,Bermuda
JSPR,"Jasper Therapeutics, Inc.",Healthcare,United States
JT,Jianpu Technology Inc.,Financial Services,China
JUGG,Jaws Juggernaut Acquisition Corporation,Financial Services,United States
JUN,Juniper II Corp.,Financial Services,United States
JUPW,"Jupiter Wellness, Inc.",Healthcare,United States
JVA,"Coffee Holding Co., Inc.",Consumer Defensive,United States
JWAC,Jupiter Wellness Acquisition Corp.,Financial Services,United States
JWEL,Jowell Global Ltd.,Consumer Cyclical,China
JWN,"Nordstrom, Inc.",Consumer Cyclical,United States
JWSM,Jaws Mustang Acquisition Corporation,Financial Services,United States
JXN,Jackson Financial Inc.,Financial Services,United States
JYAC,Jiya Acquisition Corp.,Financial Services,United States
JYNT,The Joint Corp.,Healthcare,United States
JZXN,"Jiuzi Holdings, Inc.",Consumer Cyclical,China
K,Kellogg Company,Consumer Defensive,United States
KACL,Kairous Acquisition Corp. Limited,Financial Services,Malaysia
KAHC,KKR Acquisition Holdings I Corp.,Financial Services,United States
KAI,Kadant Inc.,Industrials,United States
KAII,Kismet Acquisition Two Corp.,Financial Services,United States
KAIR,Kairos Acquisition Corp.,Financial Services,United States
KALA,"Kala Pharmaceuticals, Inc.",Healthcare,United States
KALU,Kaiser Aluminum Corporation,Basic Materials,United States
KALV,"KalVista Pharmaceuticals, Inc.",Healthcare,United States
KAMN,Kaman Corporation,Industrials,United States
KAR,"KAR Auction Services, Inc.",Consumer Cyclical,United States
KARO,Karooooo Ltd.,Technology,Singapore
KAVL,"Kaival Brands Innovations Group, Inc.",Consumer Defensive,United States
KB,KB Financial Group Inc.,Financial Services,South Korea
KBAL,"Kimball International, Inc.",Consumer Cyclical,United States
KBH,KB Home,Consumer Cyclical,United States
KBNT,"Kubient, Inc.",Technology,United States
KBR,"KBR, Inc.",Industrials,United States
KC,Kingsoft Cloud Holdings Limited,Technology,China
KCAC,Full company name not available,,
KCGI,Kensington Capital Acquisition Corp. V,Financial Services,United States
KD,"Kyndryl Holdings, Inc.",Technology,United States
KDNY,"Chinook Therapeutics, Inc.",Healthcare,United States
KDP,Keurig Dr Pepper Inc.,Consumer Defensive,United States
KE,"Kimball Electronics, Inc.",Industrials,United States
KELYA,"Kelly Services, Inc.",Industrials,United States
KELYB,"Kelly Services, Inc.",Industrials,United States
KEN,Kenon Holdings Ltd.,Utilities,Singapore
KEP,Korea Electric Power Corporation,Utilities,South Korea
KEQU,Kewaunee Scientific Corporation,Consumer Cyclical,United States
KERN,Akerna Corp.,Healthcare,United States
KEX,Kirby Corporation,Industrials,United States
KEY,KeyCorp,Financial Services,United States
KEYS,"Keysight Technologies, Inc.",Technology,United States
KFFB,Kentucky First Federal Bancorp,Financial Services,United States
KFRC,Kforce Inc.,Industrials,United States
KFS,Kingsway Financial Services Inc.,Consumer Cyclical,United States
KFY,Korn Ferry,Industrials,United States
KGC,Kinross Gold Corporation,Basic Materials,Canada
KHC,The Kraft Heinz Company,Consumer Defensive,United States
KIDS,OrthoPediatrics Corp.,Healthcare,United States
KIII,Kismet Acquisition Three Corp.,Financial Services,United States
KIM,Kimco Realty Corporation,Real Estate,United States
KIND,"Nextdoor Holdings, Inc.",Communication Services,United States
KINS,"Kingstone Companies, Inc.",Financial Services,United States
KINZ,KINS Technology Group Inc.,Financial Services,United States
KIQ,Kelso Technologies Inc.,Industrials,Canada
KIRK,"Kirkland's, Inc.",Consumer Cyclical,United States
KKR,KKR & Co. Inc.,Financial Services,United States
KLAC,KLA Corporation,Technology,United States
KLAQ,KL Acquisition Corp,Financial Services,United States
KLIC,"Kulicke and Soffa Industries, Inc.",Technology,Singapore
KLR,"Kaleyra, Inc.",Technology,Italy
KLTR,"Kaltura, Inc.",Technology,United States
KLXE,"KLX Energy Services Holdings, Inc.",Energy,United States
KMB,Kimberly-Clark Corporation,Consumer Defensive,United States
KMDA,Kamada Ltd.,Healthcare,Israel
KMI,"Kinder Morgan, Inc.",Energy,United States
KMPH,"KemPharm, Inc.",Healthcare,United States
KMPR,Kemper Corporation,Financial Services,United States
KMT,Kennametal Inc.,Industrials,United States
KMX,"CarMax, Inc.",Consumer Cyclical,United States
KN,Knowles Corporation,Technology,United States
KNBE,"KnowBe4, Inc.",Technology,United States
KNDI,"Kandi Technologies Group, Inc.",Consumer Cyclical,China
KNOP,KNOT Offshore Partners LP,Industrials,United Kingdom
KNSA,"Kiniksa Pharmaceuticals, Ltd.",Healthcare,Bermuda
KNSL,"Kinsale Capital Group, Inc.",Financial Services,United States
KNSW,KnightSwan Acquisition Corporation,Financial Services,United States
KNTE,Kinnate Biopharma Inc.,Healthcare,United States
KNTK,Kinetik Holdings Inc.,Energy,United States
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,United States
KO,The Coca-Cola Company,Consumer Defensive,United States
KOD,Kodiak Sciences Inc.,Healthcare,United States
KODK,Eastman Kodak Company,Industrials,United States
KOF,"Coca-Cola FEMSA, S.A.B. de C.V.",Consumer Defensive,Mexico
KOP,Koppers Holdings Inc.,Basic Materials,United States
KOPN,Kopin Corporation,Technology,United States
KORE,"KORE Group Holdings, Inc.",Communication Services,United States
KOS,Kosmos Energy Ltd.,Energy,United States
KOSS,Koss Corporation,Technology,United States
KPLT,"Katapult Holdings, Inc.",Technology,United States
KPRX,"Kiora Pharmaceuticals, Inc.",Healthcare,United States
KPTI,Karyopharm Therapeutics Inc.,Healthcare,United States
KR,The Kroger Co.,Consumer Defensive,United States
KRBP,"Kiromic BioPharma, Inc.",Healthcare,United States
KRC,Kilroy Realty Corporation,Real Estate,United States
KREF,KKR Real Estate Finance Trust Inc.,Real Estate,United States
KRG,Kite Realty Group Trust,Real Estate,United States
KRKR,36Kr Holdings Inc.,Communication Services,China
KRMD,"Repro Med Systems, Inc.",Healthcare,United States
KRNL,"Kernel Group Holdings, Inc.",Financial Services,United States
KRNT,Kornit Digital Ltd.,Industrials,Israel
KRNY,Kearny Financial Corp.,Financial Services,United States
KRO,"Kronos Worldwide, Inc.",Basic Materials,United States
KRON,"Kronos Bio, Inc.",Healthcare,United States
KROS,"Keros Therapeutics, Inc.",Healthcare,United States
KRP,"Kimbell Royalty Partners, LP",Energy,United States
KRT,Karat Packaging Inc.,Consumer Cyclical,United States
KRTX,"Karuna Therapeutics, Inc.",Healthcare,United States
KRUS,"Kura Sushi USA, Inc.",Consumer Cyclical,United States
KRYS,"Krystal Biotech, Inc.",Healthcare,United States
KSCP,"Knightscope, Inc.",Industrials,United States
KSI,Kadem Sustainable Impact Corporation,Financial Services,United States
KSPN,Kaspien Holdings Inc.,Technology,United States
KSS,Kohl's Corporation,Consumer Cyclical,United States
KT,KT Corporation,Communication Services,South Korea
KTB,"Kontoor Brands, Inc.",Consumer Cyclical,United States
KTCC,Key Tronic Corporation,Technology,United States
KTOS,"Kratos Defense & Security Solutions, Inc.",Industrials,United States
KTRA,"Kintara Therapeutics, Inc.",Healthcare,United States
KTTA,Pasithea Therapeutics Corp.,Healthcare,United States
KUKE,Kuke Music Holding Limited,Communication Services,China
KULR,"KULR Technology Group, Inc.",Technology,United States
KURA,"Kura Oncology, Inc.",Healthcare,United States
KVHI,"KVH Industries, Inc.",Technology,United States
KVSA,Khosla Ventures Acquisition Co.,Financial Services,United States
KVSC,Khosla Ventures Acquisition Co. III,Financial Services,United States
KW,"Kennedy-Wilson Holdings, Inc.",Real Estate,United States
KWAC,Kingswood Acquisition Corp.,Financial Services,United States
KWR,Quaker Chemical Corporation,Basic Materials,United States
KXIN,Kaixin Auto Holdings,Consumer Cyclical,China
KYCH,Keyarch Acquisition Corporation,Financial Services,United States
KYMR,"Kymera Therapeutics, Inc.",Healthcare,United States
KZIA,Kazia Therapeutics Limited,Healthcare,Australia
KZR,"Kezar Life Sciences, Inc.",Healthcare,United States
L,Loews Corporation,Financial Services,United States
LAAA,Lakeshore Acquisition I Corp.,Financial Services,China
LAB,Standard BioTools Inc.,Healthcare,United States
LABP,"Landos Biopharma, Inc.",Healthcare,United States
LAC,Lithium Americas Corp.,Basic Materials,Canada
LAD,"Lithia Motors, Inc.",Consumer Cyclical,United States
LADR,Ladder Capital Corp,Real Estate,United States
LAKE,"Lakeland Industries, Inc.",Consumer Cyclical,United States
LAMR,Lamar Advertising Company,Real Estate,United States
LANC,Lancaster Colony Corporation,Consumer Defensive,United States
LAND,Gladstone Land Corporation,Real Estate,United States
LARK,"Landmark Bancorp, Inc.",Financial Services,United States
LASR,"nLIGHT, Inc.",Technology,United States
LATG,LatAmGrowth SPAC,Financial Services,Mexico
LAUR,"Laureate Education, Inc.",Consumer Defensive,United States
LAW,"CS Disco, Inc.",Technology,United States
LAX,8i Acquisition 2 Corp.,Financial Services,Singapore
LAZ,Lazard Ltd,Financial Services,Bermuda
LAZR,"Luminar Technologies, Inc.",Consumer Cyclical,United States
LAZY,"Lazydays Holdings, Inc.",Consumer Cyclical,United States
LBAI,"Lakeland Bancorp, Inc.",Financial Services,United States
LBBB,Lakeshore Acquisition II Corp.,Financial Services,United States
LBC,Luther Burbank Corporation,Financial Services,United States
LBPH,"Longboard Pharmaceuticals, Inc.",Healthcare,United States
LBPS,4D pharma plc,Healthcare,United Kingdom
LBRDA,Liberty Broadband Corporation,Communication Services,United States
LBRDK,Liberty Broadband Corporation,Communication Services,United States
LBRT,Liberty Energy Inc.,Energy,United States
LBTYA,Liberty Global plc,Communication Services,United Kingdom
LBTYB,Liberty Global plc,Communication Services,United Kingdom
LBTYK,Liberty Global plc,Communication Services,United Kingdom
LC,LendingClub Corporation,Financial Services,United States
LCA,"Landcadia Holdings IV, Inc.",Financial Services,United States
LCAA,L Catterton Asia Acquisition Corp,Financial Services,Singapore
LCFY,Locafy Limited,Communication Services,Australia
LCI,"Lannett Company, Inc.",Healthcare,United States
LCID,"Lucid Group, Inc.",Consumer Cyclical,United States
LCII,LCI Industries,Consumer Cyclical,United States
LCNB,LCNB Corp.,Financial Services,United States
LCTX,"Lineage Cell Therapeutics, Inc.",Healthcare,United States
LCUT,"Lifetime Brands, Inc.",Consumer Cyclical,United States
LCW,Learn CW Investment Corporation,Financial Services,United States
LDHA,LDH Growth Corp I,Financial Services,United States
LDI,"loanDepot, Inc.",Financial Services,United States
LDOS,"Leidos Holdings, Inc.",Technology,United States
LE,"Lands' End, Inc.",Consumer Cyclical,United States
LEA,Lear Corporation,Consumer Cyclical,United States
LEAP,"Ribbit LEAP, Ltd.",Financial Services,United States
LECO,"Lincoln Electric Holdings, Inc.",Industrials,United States
LEDS,SemiLEDs Corporation,Technology,Taiwan
LEE,"Lee Enterprises, Incorporated",Communication Services,United States
LEG,"Leggett & Platt, Incorporated",Consumer Cyclical,United States
LEGA,"Lead Edge Growth Opportunities, Ltd",Financial Services,United States
LEGH,Legacy Housing Corporation,Consumer Cyclical,United States
LEGN,Legend Biotech Corporation,Healthcare,United States
LEJU,Leju Holdings Limited,Real Estate,China
LEN,Lennar Corporation,Consumer Cyclical,United States
LEN.B,,,
LESL,"Leslie's, Inc.",Consumer Cyclical,United States
LEU,Centrus Energy Corp.,Energy,United States
LEV,The Lion Electric Company,Industrials,Canada
LEVI,Levi Strauss & Co.,Consumer Cyclical,United States
LEXX,Lexaria Bioscience Corp.,Healthcare,Canada
LFAC,LF Capital Acquisition Corp. II,Financial Services,United States
LFC,China Life Insurance Company Limited,Financial Services,China
LFG,Archaea Energy Inc.,Utilities,United States
LFLY,"Leafly Holdings, Inc.",Healthcare,United States
LFMD,"LifeMD, Inc.",Healthcare,United States
LFST,"LifeStance Health Group, Inc.",Healthcare,United States
LFT,"Lument Finance Trust, Inc.",Real Estate,United States
LFTR,Lefteris Acquisition Corp.,Financial Services,United States
LFUS,"Littelfuse, Inc.",Technology,United States
LFVN,LifeVantage Corporation,Consumer Defensive,United States
LGAC,Lazard Growth Acquisition Corp. I,Financial Services,United States
LGF.A,Full company name not available,,
LGF.B,,,
LGHL,Lion Group Holding Ltd.,Financial Services,Singapore
LGIH,"LGI Homes, Inc.",Consumer Cyclical,United States
LGL,"The LGL Group, Inc.",Technology,United States
LGMK,"LogicMark, Inc.",Industrials,United States
LGND,Ligand Pharmaceuticals Incorporated,Healthcare,United States
LGO,Largo Inc.,Basic Materials,Canada
LGST,Semper Paratus Acquisition Corporation,Financial Services,United States
LGTO,Legato Merger Corp. II,Financial Services,United States
LGV,Longview Acquisition Corp. II,Financial Services,United States
LGVC,LAMF Global Ventures Corp. I,Financial Services,United States
LGVN,Longeveron Inc.,Healthcare,United States
LH,Laboratory Corporation of America Holdings,Healthcare,United States
LHAA,Lerer Hippeau Acquisition Corp.,Financial Services,United States
LHC,Leo Holdings Corp. II,Financial Services,Bahamas
LHCG,"LHC Group, Inc.",Healthcare,United States
LHDX,"Lucira Health, Inc.",Healthcare,United States
LHX,"L3Harris Technologies, Inc.",Industrials,United States
LI,Li Auto Inc.,Consumer Cyclical,China
LIAN,LianBio,Healthcare,United States
LIBY,Liberty Resources Acquisition Corp.,Financial Services,United States
LICY,Li-Cycle Holdings Corp.,Industrials,Canada
LIDR,"AEye, Inc.",Consumer Cyclical,United States
LIFE,"aTyr Pharma, Inc.",Healthcare,United States
LII,Lennox International Inc.,Industrials,United States
LILA,Liberty Latin America Ltd.,Communication Services,Bermuda
LILAK,Liberty Latin America Ltd.,Communication Services,Bermuda
LILM,Lilium N.V.,Industrials,Germany
LIN,Linde plc,Basic Materials,United Kingdom
LINC,Lincoln Educational Services Corporation,Consumer Defensive,United States
LIND,"Lindblad Expeditions Holdings, Inc.",Consumer Cyclical,United States
LINK,"Interlink Electronics, Inc.",Technology,United States
LION,Lionheart III Corp,Financial Services,United States
LIQT,"LiqTech International, Inc.",Industrials,Denmark
LITB,"LightInTheBox Holding Co., Ltd.",Consumer Cyclical,China
LITE,Lumentum Holdings Inc.,Technology,United States
LITM,Snow Lake Resources Ltd.,Basic Materials,Canada
LITT,Logistics Innovation Technologies Corp.,Financial Services,United States
LIVB,LIV Capital Acquisition Corp. II,Financial Services,Mexico
LIVE,Live Ventures Incorporated,Consumer Cyclical,United States
